PACK_ID|PACK_REF|PACK NAME EN|PACK NAME FR|PACK LEVEL|CHECK DUR|PACK OBJECTIVES|PACK RESULTS|PACK CONTENT|PACK HOURS|LESSON DURATION|METHODE|CERTIFICATION|PACK HT|PACK TVA|PACK TTC|NA|PTA|M1|M1 NB L|M1 H|M2|M2 NB L|M2 H|M3|M3 NB L|M3 H|M4|M4 NB L|M4 H|M5|M5 NB L|M5 H|M6|M6 NB L|M6 H|M7|M7 NB L|M7 H|GRAM H|OPEN H|EL H|TOTAL H
|||ANGLAIS AVANCÉ - PRÉPARATION DE MA CERTIFICATION|C1|OK|Se préparer au passage de sa certification. Optimiser ses chances d'obtenir le score souhaité au passage de la certification. |Bien appréhender le déroulement de la certification. Se mettre dans les meilleures dispositions pour le passage de la certification, grâce à une simulation et aux explications du formateur. Prétendre à obtenir un meilleur score.|Passage d'un test blanc  Analyse des résultats par un formateur. Formation, explication des points faibles 2 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|10|1|VISIO + EL|LINGUASKILL|550,00 €|110,00 €|660,00 €|0,5|0,5|||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||0,00||9,00||10,0
|||ANGLAIS AVANCÉ - SITUATIONS PROFESSIONNELLES|C1|OK|Devenir irréprochable dans ses relations professionnelles.|Acquérir la maîtrise d'un ou deux sujets professionnels au choix|2 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|10|1|VISIO + EL|LINGUASKILL|550,00 €|110,00 €|660,00 €|0,5|0,5|C1/C2 - BUSINESS TALK [4]|4|4,00|C1/C2 - BEING A GOOD MANAGER [4]|4|4,00|||0,00|||0,00|||0,00|||0,00|||0,00||1,00||10,0
|||ANGLAIS AVANCÉ - LA VIE DE TOUS LES JOURS|C1|OK|Évoluer vers des discussions intégrant des sujets complexes.|Apprendre l'anglais de façon concrète en se basant sur des situations quotidiennes.|2 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|10|1|VISIO + EL|LINGUASKILL|550,00 €|110,00 €|660,00 €|0,5|0,5|C1/C2 - INTRODUCTION [3]|3|3,00|C1/C2 - GOING TO THE .... [4]|4|4,00|||0,00|||0,00|||0,00|||0,00|||0,00||2,00||10,0
|||ANGLAIS AVANCÉ - TRAVAIL ET PLAISIR |C1|OK|Monter en compétence tant sur le plan personnel que professionnel.|Apprendre l'anglais de manière concrète en se basant sur des situations quotidiennes et professionnelles.|2 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|10|1|VISIO + EL|LINGUASKILL|550,00 €|110,00 €|660,00 €|0,5|0,5|C1/C2 - ENTREPRENEUR [5]|5|5,00|C1/C2 - GETTING AWAY FROM IT ALL [4]|4|4,00|||0,00|||0,00|||0,00|||0,00|||0,00||||10,0
|||ANGLAIS AVANCÉ - COACHING|C1|OK|Utiliser sa formation dans le but de réaliser ses projets. Utiliser ses documents, présentations ou communications comme supports de cours.|Mieux préparer ses écrits et/ou communications tout en capitalisant sur les corrections & explications proposées par l'intervenant.|2 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|10|1|VISIO + EL|LINGUASKILL|550,00 €|110,00 €|660,00 €|0,5|0,5|C1/C2 - BUSINESS TALK [4]|4|4,00|||0,00|||0,00|||0,00|||0,00|||0,00|||0,00||5,00||10,0
|||ANGLAIS AVANCÉ - PRÉPARATION DE MA CERTIFICATION|C1|OK|Se préparer au passage de sa certification. Optimiser ses chances d'obtenir le score souhaité au passage de la certification. |Bien appréhender le déroulement de la certification. Vous préparer au mieux au passage de la certification grace à une simulation Prétendre à obtenir un meilleur score.|Passage d'un test blanc et visualisation des résultats 2 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|10|1|ELEARNING|LINGUASKILL|120,00 €|24,00 €|144,00 €|||||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||10,00|10,0
|||ANGLAIS AVANCÉ - SITUATIONS PROFESSIONNELLES|C1|OK|Devenir irréprochable dans ses relations professionnelles.|Acquérir la maîtrise d'un ou deux sujets professionnels au choix|2 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|10|1|ELEARNING|LINGUASKILL|120,00 €|24,00 €|144,00 €|||||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||10,00|10,0
|||ANGLAIS AVANCÉ - LA VIE DE TOUS LES JOURS|C1|OK|Évoluer vers des discussions intégrant des sujets complexes.|Apprendre l'anglais de façon concrète en se basant sur des situations quotidiennes.|2 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|10|1|ELEARNING|LINGUASKILL|120,00 €|24,00 €|144,00 €|||||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||10,00|10,0
|||ANGLAIS AVANCÉ - TRAVAIL ET PLAISIR |C1|OK|Monter en compétence tant sur le plan personnel que professionnel.|Apprendre l'anglais de manière concrète en se basant sur des situations quotidiennes et professionnelles.|2 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|10|1|ELEARNING|LINGUASKILL|120,00 €|24,00 €|144,00 €|||||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||10,00|10,0
|||ANGLAIS AVANCÉ - ACTUALITÉ ET INTÉRÊT|C1|OK|Se former en se focalisant sur des sujets appréciés pour que l'apprentissage soit synonyme de plaisir.|Garder la pratique de la langue et le maintien d'un niveau.|2 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|10|1|ELEARNING|LINGUASKILL|120,00 €|24,00 €|144,00 €|||||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||10,00|10,0
|||ANGLAIS DÉBUTANT -  PRÉPARATION DE MA CERTIFICATION|A1/A2|OK|Se préparer au passage de sa certification. Optimiser ses chances d'obtenir le score souhaité au passage de la certification. |Bien appréhender le déroulement de la certification. Se mettre dans les meilleures dispositions pour le passage de la certification, grâce à une simulation et aux explications du formateur. Prétendre à obtenir un meilleur score.|Passage d'un test blanc  Analyse des résultats par un formateur. Formation, explication des points faibles|15|1|VISIO|LINGUASKILL|745,00 €|149,00 €|894,00 €|0,5|0,5|||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||0,00||14,00||15,0
|||ANGLAIS DÉBUTANT - APPRENDRE OU REVOIR LES BASES|A1/A2|OK|Travailler la grammaire.|Plan de cours d'anglais élémentaire comprenant: can / can + infinitif, expressions sociales, vocabulaire domestique, expressions du café-restaurant et le passé simple||15|1|VISIO|LINGUASKILL|745,00 €|149,00 €|894,00 €|0,5|0,5|A1/A2 - PEOPLE [3]|3|3,00|A1/A2 - EVERYDAY SITUATIONS [4]|4|4,00|A1/A2 - GOING TO THE ..... [4]|4|4,00|||0,00|||0,00|||0,00|||0,00|1,00|2,00||15,0
|||ANGLAIS DÉBUTANT - SITUATIONS PROFESSIONNELLES|A1/A2|OK|Se familiariser avec des situations professionnelles.|Être à l'aise sur la pratique de l'anglais par téléphone et en entretien.||15|1|VISIO|LINGUASKILL|745,00 €|149,00 €|894,00 €|0,5|0,5|A1/A2 - MY FIRST MEETING IN ENGLISH [4]|4|4,00|A2 - Interviews [3]|3|3,00|A1/A2 - AT WORK [4]|4|4,00|||0,00|||0,00|||0,00|||0,00|1,00|2,00||15,0
|||ANGLAIS DÉBUTANT - LA VIE DE TOUS LES JOURS|A1/A2|OK|Se familiariser avec du vocabulaire et des expressions utiles pour la vie de tous les jours.|Apprendre l'anglais de façon concrète en se basant sur des situations quotidiennes.||15|1|VISIO|LINGUASKILL|745,00 €|149,00 €|894,00 €|0,5|0,5|A1/A2 - EVERYDAY SITUATIONS [4]|4|4,00|A1/A2 - TIME [4]|4|4,00|A1/A2 - GOING TO THE ..... [4]|4|4,00|||0,00|||0,00|||0,00|||0,00|1,00|1,00||15,0
|||ANGLAIS DÉBUTANT - TRAVAIL ET PLAISIR |A1/A2|OK|Monter en compétence tant sur le plan personnel que professionnel.|Apprendre l'anglais de manière concrète en se basant sur des situations quotidiennes et professionnelles.||15|1|VISIO|LINGUASKILL|745,00 €|149,00 €|894,00 €|0,5|0,5|A1/A2 - AT WORK [4]|4|4,00|A1/A2 - EVERYDAY SITUATIONS [4]|4|4,00|A1/A2 - GOING TO THE ..... [4]|4|4,00|||0,00|||0,00|||0,00|||0,00|1,00|1,00||15,0
|||ANGLAIS DÉBUTANT -  PRÉPARATION DE MA CERTIFICATION|A1/A2|OK|Se préparer au passage de sa certification. Optimiser ses chances d'obtenir le score souhaité au passage de la certification. |Bien appréhender le déroulement de la certification. Se mettre dans les meilleures dispositions pour le passage de la certification, grâce à une simulation et aux explications du formateur. Prétendre à obtenir un meilleur score.|Passage d'un test blanc  Analyse des résultats par un formateur. Formation, explication des points faibles 3 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|15|1|VISIO + EL|LINGUASKILL|780,00 €|156,00 €|936,00 €|0,5|0,5|||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||0,00||14,00||15,0
|||ANGLAIS DÉBUTANT - APPRENDRE OU REVOIR LES BASES|A1/A2|OK|Travailler la grammaire.|Plan de cours d'anglais élémentaire comprenant: can / can + infinitif, expressions sociales, vocabulaire domestique, expressions du café-restaurant et le passé simple|3 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|15|1|VISIO + EL|LINGUASKILL|780,00 €|156,00 €|936,00 €|0,5|0,5|A1/A2 - PEOPLE [3]|3|3,00|A1/A2 - EVERYDAY SITUATIONS [4]|4|4,00|A1/A2 - GOING TO THE ..... [4]|4|4,00|||0,00|||0,00|||0,00|||0,00||3,00||15,0
|||ANGLAIS DÉBUTANT - SITUATIONS PROFESSIONNELLES|A1/A2|OK|Se familiariser avec des situations professionnelles.|Être à l'aise sur la pratique de l'anglais par téléphone et en entretien.|3 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|15|1|VISIO + EL|LINGUASKILL|780,00 €|156,00 €|936,00 €|0,5|0,5|A1/A2 - MY FIRST MEETING IN ENGLISH [4]|4|4,00|A2 - Interviews [3]|3|3,00|A1/A2 - AT WORK [4]|4|4,00|||0,00|||0,00|||0,00|||0,00||3,00||15,0
|||ANGLAIS DÉBUTANT - LA VIE DE TOUS LES JOURS|A1/A2|OK|Se familiariser avec du vocabulaire et des expressions utiles pour la vie de tous les jours.|Apprendre l'anglais de façon concrète en se basant sur des situations quotidiennes.|3 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|15|1|VISIO + EL|LINGUASKILL|780,00 €|156,00 €|936,00 €|0,5|0,5|A1/A2 - EVERYDAY SITUATIONS [4]|4|4,00|A1/A2 - TIME [4]|4|4,00|A1/A2 - GOING TO THE ..... [4]|4|4,00|||0,00|||0,00|||0,00|||0,00||2,00||15,0
|||ANGLAIS DÉBUTANT - TRAVAIL ET PLAISIR |A1/A2|OK|Monter en compétence tant sur le plan personnel que professionnel.|Apprendre l'anglais de manière concrète en se basant sur des situations quotidiennes et professionnelles.|3 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|15|1|VISIO + EL|LINGUASKILL|780,00 €|156,00 €|936,00 €|0,5|0,5|A1/A2 - AT WORK [4]|4|4,00|A1/A2 - EVERYDAY SITUATIONS [4]|4|4,00|A1/A2 - GOING TO THE ..... [4]|4|4,00|||0,00|||0,00|||0,00|||0,00||2,00||15,0
|||ANGLAIS DÉBUTANT - PRÉPARATION DE MA CERTIFICATION|A1/A2|OK|Se préparer au passage de sa certification. Optimiser ses chances d'obtenir le score souhaité au passage de la certification. |Bien appréhender le déroulement de la certification. Vous préparer au mieux au passage de la certification grace à une simulation Prétendre à obtenir un meilleur score.|Passage d'un test blanc et visualisation des résultats 3 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|15|1|ELEARNING|LINGUASKILL|130,00 €|26,00 €|156,00 €|||||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||15,00|15,0
|||ANGLAIS DÉBUTANT - JE DÉCOUVRE CETTE LANGUE|A1/A2|OK|Faire vos premiers pas en anglais. Apprendre du vocabulaire et des expressions utiles.|Acquérir une base de connaissance significative en toute autonomie.|3 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|15|1|ELEARNING|LINGUASKILL|130,00 €|26,00 €|156,00 €|||||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||15,00|15,0
|||ANGLAIS DÉBUTANT - TRAVAIL ET PLAISIR |A1/A2|OK|Monter en compétence tant sur le plan personnel que professionnel.|Apprendre l'anglais de manière concrète en se basant sur des situations quotidiennes et professionnelles.|3 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|15|1|ELEARNING|LINGUASKILL|130,00 €|26,00 €|156,00 €|||||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||15,00|15,0
|||ANGLAIS DÉBUTANT - RESSOURCES ET EXERCICES|A1/A2|OK|Travailler sur un maximum de documents et d'exercices.|Progresser globalement sur la compréhension écrite et orale.|3 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|15|1|ELEARNING|LINGUASKILL|130,00 €|26,00 €|156,00 €|||||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||15,00|15,0
|||ANGLAIS DÉBUTANT - PRÉPARER MES VACANCES|A1/A2|OK|Préparer son voyage en apprenant des mots et expressions utiles.|Se sensibiliser aux situations futures.|3 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|15|1|ELEARNING|LINGUASKILL|130,00 €|26,00 €|156,00 €|||||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||15,00|15,0
|||ANGLAIS INTERMÉDIAIRE - PRÉPARATION DE MA CERTIFICATION|B1|OK|Se préparer au passage de sa certification. Optimiser ses chances d'obtenir le score souhaité au passage de la certification. |Bien appréhender le déroulement de la certification. Se mettre dans les meilleures dispositions pour le passage de la certification, grâce à une simulation et aux explications du formateur. Prétendre à obtenir un meilleur score.|Passage d'un test blanc  Analyse des résultats par un formateur. Formation, explication des points faibles|15|1|VISIO|LINGUASKILL|745,00 €|149,00 €|894,00 €|0,5|0,5|||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||0,00||14,00||15,0
|||ANGLAIS INTERMÉDIAIRE - REVOIR LES BASES|B1|OK|Travailler la grammaire.|Nouns 1: Countable and uncountable / Special omissions of the definite article / Talking in general / Use of articles with proper nouns<br> Past perfect  / Past simple vs. past continuous<br> Phrasal verbs<br> Preposition to + -ing<br> Present perfect||15|1|VISIO|LINGUASKILL|745,00 €|149,00 €|894,00 €|0,5|0,5|B1 - PEOPLE [3]|3|3,00|B1 - EVERYDAY SITUATIONS [4]|4|4,00|B1 - WORK VOCABULARY [4]|4|4,00|||0,00|||0,00|||0,00|||0,00||3,00||15,0
|||ANGLAIS INTERMÉDIAIRE - SITUATIONS PROFESSIONNELLES|B1|OK|Se familiariser avec des situations professionnelles.|Être à l'aise sur la pratique de l'anglais par téléphone et en entretien.||15|1|VISIO|LINGUASKILL|745,00 €|149,00 €|894,00 €|0,5|0,5|B1 - ABOUT MY JOB [3]|3|3,00|B1/B2 - Negotiations [4]|4|4,00|B1 - IN THE OFFICE [3]|3|3,00|||0,00|||0,00|||0,00|||0,00|2,00|2,00||15,0
|||ANGLAIS INTERMÉDIAIRE - LA VIE DE TOUS LES JOURS|B1|OK|Se familiariser avec du vocabulaire et des expressions utiles pour la vie de tous les jours.|Apprendre l'anglais de façon concrète en se basant sur des situations quotidiennes.||15|1|VISIO|LINGUASKILL|745,00 €|149,00 €|894,00 €|0,5|0,5|B1 - FAMILY LIFE [3]|3|3,00|B1 - WORK VOCABULARY [4]|4|4,00|B1 - EVERYDAY SITUATIONS [4]|4|4,00|||0,00|||0,00|||0,00|||0,00||3,00||15,0
|||ANGLAIS INTERMÉDIAIRE - TRAVAIL ET PLAISIR |B1|OK|Monter en compétence tant sur le plan personnel que professionnel.|Apprendre l'anglais de manière concrète en se basant sur des situations quotidiennes et professionnelles.||15|1|VISIO|LINGUASKILL|745,00 €|149,00 €|894,00 €|0,5|0,5|B1 - IN THE OFFICE [3]|3|3,00|B1 - FAMILY LIFE [3]|3|3,00|B1 - EVERYDAY SITUATIONS [4]|4|4,00|||0,00|||0,00|||0,00|||0,00|2,00|2,00||15,0
|||ANGLAIS INTERMÉDIAIRE - PRÉPARATION DE MA CERTIFICATION|B1|OK|Se préparer au passage de sa certification. Optimiser ses chances d'obtenir le score souhaité au passage de la certification. |Bien appréhender le déroulement de la certification. Se mettre dans les meilleures dispositions pour le passage de la certification, grâce à une simulation et aux explications du formateur. Prétendre à obtenir un meilleur score.|Passage d'un test blanc  Analyse des résultats par un formateur. Formation, explication des points faibles 3 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|15|1|VISIO + EL|LINGUASKILL|780,00 €|156,00 €|936,00 €|0,5|0,5|||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||0,00||14,00||15,0
|||ANGLAIS INTERMÉDIAIRE - REVOIR LES BASES|B1|OK|Travailler la grammaire.|Nouns 1: Countable and uncountable / Special omissions of the definite article / Talking in general / Use of articles with proper nouns<br> Past perfect  / Past simple vs. past continuous<br> Phrasal verbs<br> Preposition to + -ing<br> Present perfect|3 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|15|1|VISIO + EL|LINGUASKILL|780,00 €|156,00 €|936,00 €|0,5|0,5|B1 - PEOPLE [3]|3|3,00|B1 - EVERYDAY SITUATIONS [4]|4|4,00|B1 - WORK VOCABULARY [4]|4|4,00|||0,00|||0,00|||0,00|||0,00||3,00||15,0
|||ANGLAIS INTERMÉDIAIRE - SITUATIONS PROFESSIONNELLES|B1|OK|Se familiariser avec des situations professionnelles.|Être à l'aise sur la pratique de l'anglais par téléphone et en entretien.|3 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|15|1|VISIO + EL|LINGUASKILL|780,00 €|156,00 €|936,00 €|0,5|0,5|B1 - ABOUT MY JOB [3]|3|3,00|B1/B2 - Negotiations [4]|4|4,00|B1 - IN THE OFFICE [3]|3|3,00|||0,00|||0,00|||0,00|||0,00|2,00|2,00||15,0
|||ANGLAIS INTERMÉDIAIRE - LA VIE DE TOUS LES JOURS|B1|OK|Se familiariser avec du vocabulaire et des expressions utiles pour la vie de tous les jours.|Apprendre l'anglais de façon concrète en se basant sur des situations quotidiennes.|3 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|15|1|VISIO + EL|LINGUASKILL|780,00 €|156,00 €|936,00 €|0,5|0,5|B1 - FAMILY LIFE [3]|3|3,00|B1 - WORK VOCABULARY [4]|4|4,00|B1 - EVERYDAY SITUATIONS [4]|4|4,00|||0,00|||0,00|||0,00|||0,00||3,00||15,0
|||ANGLAIS INTERMÉDIAIRE - TRAVAIL ET PLAISIR |B1|OK|Monter en compétence tant sur le plan personnel que professionnel.|Apprendre l'anglais de manière concrète en se basant sur des situations quotidiennes et professionnelles.|3 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|15|1|VISIO + EL|LINGUASKILL|780,00 €|156,00 €|936,00 €|0,5|0,5|B1 - IN THE OFFICE [3]|3|3,00|B1 - FAMILY LIFE [3]|3|3,00|B1 - EVERYDAY SITUATIONS [4]|4|4,00|||0,00|||0,00|||0,00|||0,00|2,00|2,00||15,0
|||ANGLAIS INTERMÉDIAIRE - PRÉPARATION DE MA CERTIFICATION|B1|OK|Se préparer au passage de sa certification. Optimiser ses chances d'obtenir le score souhaité au passage de la certification. |Bien appréhender le déroulement de la certification. Vous préparer au mieux au passage de la certification grace à une simulation Prétendre à obtenir un meilleur score.|Passage d'un test blanc et visualisation des résultats 3 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|15|1|ELEARNING|LINGUASKILL|130,00 €|26,00 €|156,00 €|||||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||15,00|15,0
|||ANGLAIS INTERMÉDIAIRE - REVOIR LES BASES|B1|OK|Travailler la grammaire.|Nouns 1: Countable and uncountable / Special omissions of the definite article / Talking in general / Use of articles with proper nouns<br> Past perfect  / Past simple vs. past continuous<br> Phrasal verbs<br> Preposition to + -ing<br> Present perfect|3 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|15|1|ELEARNING|LINGUASKILL|130,00 €|26,00 €|156,00 €|||||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||15,00|15,0
|||ANGLAIS INTERMÉDIAIRE - SITUATIONS PROFESSIONNELLES|B1|OK|Se familiariser avec des situations professionnelles.|Être à l'aise sur la pratique de l'anglais par téléphone et en entretien.|3 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|15|1|ELEARNING|LINGUASKILL|130,00 €|26,00 €|156,00 €|||||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||15,00|15,0
|||ANGLAIS INTERMÉDIAIRE - LA VIE DE TOUS LES JOURS|B1|OK|Se familiariser avec du vocabulaire et des expressions utiles pour la vie de tous les jours.|Apprendre l'anglais de façon concrète en se basant sur des situations quotidiennes.|3 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|15|1|ELEARNING|LINGUASKILL|130,00 €|26,00 €|156,00 €|||||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||15,00|15,0
|||ANGLAIS INTERMÉDIAIRE - TRAVAIL ET PLAISIR |B1|OK|Monter en compétence tant sur le plan personnel que professionnel.|Apprendre l'anglais de manière concrète en se basant sur des situations quotidiennes et professionnelles.|3 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|15|1|ELEARNING|LINGUASKILL|130,00 €|26,00 €|156,00 €|||||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||15,00|15,0
|||ANGLAIS CONFIRMÉ - PRÉPARATION DE MA CERTIFICATION|B2|OK|Se préparer au passage de sa certification. Optimiser ses chances d'obtenir le score souhaité au passage de la certification. |Bien appréhender le déroulement de la certification. Se mettre dans les meilleures dispositions pour le passage de la certification, grâce à une simulation et aux explications du formateur. Prétendre à obtenir un meilleur score.|Passage d'un test blanc  Analyse des résultats par un formateur. Formation, explication des points faibles|15|1|VISIO|LINGUASKILL|745,00 €|149,00 €|894,00 €|0,5|0,5|||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||0,00||14,00||15,0
|||ANGLAIS CONFIRMÉ - SITUATIONS PROFESSIONNELLES|B2|OK|Devenir irréprochable dans ses relations professionnelles.|Acquérir la maîtrise d'un ou deux sujets professionnels au choix||15|1|VISIO|LINGUASKILL|745,00 €|149,00 €|894,00 €|0,5|0,5|B2 - BUSINESS WRITING [4]|4|4,00|B1/B2 - Giving Presentations [3]|3|3,00|B2 - RESOLVING ARGUEMENTS [3]|3|3,00|||0,00|||0,00|||0,00|||0,00|2,00|2,00||15,0
|||ANGLAIS CONFIRMÉ - LA VIE DE TOUS LES JOURS|B2|OK|Évoluer vers des discussions intégrant des sujets complexes.|Apprendre l'anglais de façon concrète en se basant sur des situations quotidiennes.||15|1|VISIO|LINGUASKILL|745,00 €|149,00 €|894,00 €|0,5|0,5|B2 - GOING TO THE... [4]|4|4,00|B2 - ME AND YOU [3]|3|3,00|B2 - MORE VOCABULARY [4]|4|4,00|||0,00|||0,00|||0,00|||0,00||3,00||15,0
